,VOLUME,VWAP,IMS,TRADES,CONC,TAM_VOLUME,TAM_VWAP,TAM_IMS,TAM_TRADES,TAM_CONC,HFA_VOLUME,HFA_VWAP,HFA_IMS,HFA_TRADES,HFA_CONC,RTW_VOLUME,RTW_VWAP,RTW_IMS,RTW_TRADES,RTW_CONC,B,S,E,F
183,9287000,82.94,3,4,0.48,9287000.0,82.94,3.0,4.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
184,4441000,99.62,3,4,0.51,4441000.0,99.62,3.0,4.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
186,37577,85.59,15,18,0.19,32569.0,85.59,12.0,13.0,0.23,5008.0,85.54,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
187,104043,8.8,6,15,0.39,94338.0,8.8,3.0,4.0,0.47,9705.0,8.77,3.0,11.0,0.67,0.0,0.0,0.0,0.0,0.0,0,1,1,0
188,76946,129.27,24,43,0.27,32963.0,129.42,17.0,27.0,0.24,43983.0,129.16,7.0,16.0,0.68,0.0,0.0,0.0,0.0,0.0,1,0,1,0
189,2643300000,100.0,9,14,0.2,2643300000.0,100.0,9.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
190,9478,5.86,5,5,0.46,9478.0,5.86,5.0,5.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
191,500969,59.13,7,8,0.8,500969.0,59.13,7.0,8.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
192,593909,0.61,6,7,0.33,593909.0,0.61,6.0,7.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
193,180475,8.49,4,4,0.94,180475.0,8.49,4.0,4.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
195,65038,12.48,7,9,0.48,2995.0,12.46,4.0,4.0,0.66,62043.0,12.48,3.0,5.0,0.52,0.0,0.0,0.0,0.0,0.0,0,1,1,0
196,4411,42.3,4,4,0.52,4411.0,42.3,4.0,4.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
197,147000,103.99,3,3,0.55,147000.0,103.99,3.0,3.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
198,505319,257.27,71,141,0.16,446775.0,257.18,49.0,99.0,0.2,57752.0,257.92,17.0,32.0,0.23,792.0,256.48,5.0,10.0,0.27,0,1,1,0
199,585,29.77,3,3,0.65,585.0,29.77,3.0,3.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
200,338201,125.74,20,35,0.58,64886.0,125.36,16.0,19.0,0.2,273315.0,125.83,4.0,16.0,0.87,0.0,0.0,0.0,0.0,0.0,1,0,1,0
201,526550,124.71,62,180,0.11,316961.0,124.92,47.0,72.0,0.14,127837.0,124.68,11.0,94.0,0.53,81752.0,123.93,4.0,14.0,0.97,0,1,1,0
202,3687,58.83,14,16,0.36,1355.0,58.82,9.0,10.0,0.31,2332.0,58.84,5.0,6.0,0.8,0.0,0.0,0.0,0.0,0.0,1,0,1,0
203,23000,103.95,3,4,0.4,23000.0,103.95,3.0,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
204,11325,25.56,11,14,0.31,10600.0,25.57,7.0,10.0,0.35,725.0,25.47,4.0,4.0,0.49,0.0,0.0,0.0,0.0,0.0,0,1,1,0
205,394925,14.51,8,28,0.45,394925.0,14.51,8.0,28.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
206,36082,88.74,22,31,0.13,25978.0,88.76,16.0,21.0,0.18,10104.0,88.7,6.0,10.0,0.46,0.0,0.0,0.0,0.0,0.0,1,0,1,0
207,3652000,107.96,6,6,0.32,3652000.0,107.96,6.0,6.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
208,572915,7.44,8,73,0.54,521257.0,7.44,3.0,5.0,0.64,51658.0,7.47,5.0,68.0,0.51,0.0,0.0,0.0,0.0,0.0,1,0,1,0
209,2407,21.51,3,3,0.82,2407.0,21.51,3.0,3.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
210,64378,9.26,8,14,0.25,9048.0,9.17,5.0,6.0,0.24,55330.0,9.27,3.0,8.0,0.33,0.0,0.0,0.0,0.0,0.0,0,1,1,0
211,10548,67.23,6,8,0.5,10548.0,67.23,6.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
212,2499249,1.44,6,6,0.37,2499249.0,1.44,6.0,6.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
213,695637,103.73,100,244,0.16,578707.0,103.7,76.0,169.0,0.23,86826.0,103.75,14.0,54.0,0.27,30104.0,104.12,10.0,21.0,0.87,1,0,1,0
214,90400,903.03,3,3,0.97,90400.0,903.03,3.0,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
215,14811,49.3,5,6,0.73,14811.0,49.3,5.0,6.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
216,63602,4802.93,11,13,0.29,63602.0,4802.93,11.0,13.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
217,51066,46.13,18,47,0.26,17612.0,45.8,14.0,27.0,0.17,33454.0,46.3,4.0,20.0,0.57,0.0,0.0,0.0,0.0,0.0,1,0,1,0
218,2592978,5.91,7,11,0.27,2592978.0,5.91,7.0,11.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
219,51537,76.29,15,27,0.4,39740.0,76.31,10.0,15.0,0.63,11797.0,76.23,5.0,12.0,0.44,0.0,0.0,0.0,0.0,0.0,1,0,1,0
221,64260,1.36,3,5,0.39,0.0,0.0,0.0,0.0,0.0,64260.0,1.36,3.0,5.0,0.39,0.0,0.0,0.0,0.0,0.0,0,1,1,0
222,64165,70.07,8,8,0.48,20683.0,70.38,5.0,5.0,0.34,43482.0,69.93,3.0,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0,1,1,0
224,16468000,98.12,4,4,0.7,16468000.0,98.12,4.0,4.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
225,44207,136.64,7,7,0.36,44207.0,136.64,7.0,7.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
226,9511,244.24,3,3,0.8,9511.0,244.24,3.0,3.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
228,396215,91.15,31,49,0.31,396215.0,91.15,31.0,49.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
230,22925,2.96,3,3,0.52,22925.0,2.96,3.0,3.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
231,19841,36.86,9,12,0.46,1102.0,36.89,4.0,4.0,0.38,18739.0,36.86,5.0,8.0,0.52,0.0,0.0,0.0,0.0,0.0,0,1,1,0
234,17880,263.72,4,4,0.52,17880.0,263.72,4.0,4.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
235,157367000000,106.33,4,4,0.5,157367000000.0,106.33,4.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
236,7412393,4.62,8,8,0.4,7412393.0,4.62,8.0,8.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
237,50000000,100.02,3,3,0.52,50000000.0,100.02,3.0,3.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
238,596000,292.7,10,12,0.51,556000.0,292.75,6.0,7.0,0.58,40000.0,292.02,4.0,5.0,0.56,0.0,0.0,0.0,0.0,0.0,1,0,1,0
240,16131,87.9,14,21,0.38,8843.0,88.03,9.0,15.0,0.83,7288.0,87.75,5.0,6.0,0.63,0.0,0.0,0.0,0.0,0.0,0,1,1,0
241,283644,203.64,30,39,0.25,280166.0,203.64,24.0,32.0,0.25,3478.0,203.88,6.0,7.0,0.46,0.0,0.0,0.0,0.0,0.0,0,1,1,0
242,1149708,14.37,13,63,0.28,420155.0,14.44,6.0,16.0,0.91,729553.0,14.33,7.0,47.0,0.41,0.0,0.0,0.0,0.0,0.0,1,0,1,0
244,428225000,99.92,3,4,0.61,428225000.0,99.92,3.0,4.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
245,122,66.73,3,3,0.48,122.0,66.73,3.0,3.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
246,5279623,42.47,107,437,0.35,3985912.0,42.48,79.0,209.0,0.6,1167798.0,42.4,21.0,211.0,0.19,125913.0,42.82,7.0,17.0,0.36,1,0,1,0
247,289410350,103.14,12,14,0.42,229386350.0,103.17,8.0,10.0,0.63,60024000.0,103.02,4.0,4.0,0.48,0.0,0.0,0.0,0.0,0.0,0,1,0,1
248,129426,1.67,3,3,0.9,129426.0,1.67,3.0,3.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
250,99645,3.28,4,5,0.42,99645.0,3.28,4.0,5.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
251,1034700000,97.42,4,6,0.44,1034700000.0,97.42,4.0,6.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
252,125199,12.54,3,4,0.43,125199.0,12.54,3.0,4.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
253,70000,93.06,3,3,0.55,70000.0,93.06,3.0,3.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
254,18847,14.1,12,20,0.49,6977.0,13.97,9.0,11.0,0.72,11870.0,14.17,3.0,9.0,0.99,0.0,0.0,0.0,0.0,0.0,1,0,1,0
255,1260000,101.29,3,5,0.41,1260000.0,101.29,3.0,5.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
256,39331820,126.04,15,19,0.32,39331820.0,126.04,15.0,19.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
257,822083,162.4,104,369,0.08,614003.0,162.41,85.0,194.0,0.12,206313.0,162.36,14.0,144.0,0.21,1767.0,162.43,5.0,31.0,0.42,1,0,1,0
258,11273550,104.7,4,6,0.64,11273550.0,104.7,4.0,6.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
259,10576600,8314.33,10,11,0.43,10576600.0,8314.33,10.0,11.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
261,6061400,2249.66,5,5,0.46,6061400.0,2249.66,5.0,5.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
262,9467,19.34,6,7,0.51,9467.0,19.34,6.0,7.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
263,12767300,817.08,4,4,0.33,12767300.0,817.08,4.0,4.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
264,109423,89.96,10,15,0.4,36096.0,88.98,7.0,11.0,0.22,0.0,0.0,0.0,0.0,0.0,73327.0,90.44,3.0,4.0,0.83,0,1,1,0
266,55500400,134.42,7,7,0.43,55500400.0,134.42,7.0,7.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
267,2173512,1.23,4,5,0.49,2173512.0,1.23,4.0,5.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
269,187458,692.87,49,152,0.13,155885.0,693.58,32.0,72.0,0.17,31091.0,689.53,14.0,71.0,0.41,482.0,680.91,3.0,9.0,0.77,1,0,1,0
270,84540,23.51,15,18,0.17,84540.0,23.51,15.0,18.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
271,97849,2.74,5,6,0.62,97849.0,2.74,5.0,6.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
273,4675000,105.52,3,3,0.48,4675000.0,105.52,3.0,3.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
274,30228,25.08,14,24,0.24,8165.0,25.07,7.0,7.0,0.82,22063.0,25.08,7.0,17.0,0.34,0.0,0.0,0.0,0.0,0.0,0,1,1,0
275,360361,79.03,8,14,0.28,360361.0,79.03,8.0,14.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
276,14065600,114.39,9,10,0.23,14065600.0,114.39,9.0,10.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
278,686982,1525.7,25,38,0.1,438182.0,1524.97,17.0,28.0,0.15,248800.0,1526.98,8.0,10.0,0.34,0.0,0.0,0.0,0.0,0.0,1,0,1,0
280,44803,71.72,4,5,0.99,44803.0,71.72,4.0,5.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
281,469000,123.81,3,3,0.39,469000.0,123.81,3.0,3.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
283,75810,1.71,3,9,0.99,75810.0,1.71,3.0,9.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
284,119619,162.74,8,11,0.43,82138.0,162.74,5.0,5.0,0.77,37481.0,162.72,3.0,6.0,0.74,0.0,0.0,0.0,0.0,0.0,0,1,1,0
285,22722,43.8,4,5,0.34,22722.0,43.8,4.0,5.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
286,31496000,99.16,3,3,0.34,31496000.0,99.16,3.0,3.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
287,23760,29.8,9,11,0.5,23760.0,29.8,9.0,11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
288,586911,39.47,9,9,0.34,586911.0,39.47,9.0,9.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
289,7559000,106.0,4,4,0.86,7559000.0,106.0,4.0,4.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
290,994001800,110.82,11,18,0.9,994001800.0,110.82,11.0,18.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
292,64700,3837.72,7,8,0.45,47900.0,3838.69,3.0,4.0,0.73,16800.0,3834.94,4.0,4.0,0.79,0.0,0.0,0.0,0.0,0.0,0,1,1,0
293,22507,137.09,8,9,0.76,22507.0,137.09,8.0,9.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
294,361968,94.16,4,4,0.44,361968.0,94.16,4.0,4.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
295,6100000,97.5,3,3,0.48,6100000.0,97.5,3.0,3.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
296,10004580,16332.55,16,23,0.21,10004580.0,16332.55,16.0,23.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
297,76686,29.93,17,30,0.19,59415.0,29.93,12.0,13.0,0.27,17271.0,29.93,5.0,17.0,0.64,0.0,0.0,0.0,0.0,0.0,0,1,1,0
298,513998,986.58,18,20,0.17,182498.0,985.25,11.0,13.0,0.31,331500.0,987.31,7.0,7.0,0.31,0.0,0.0,0.0,0.0,0.0,1,0,1,0
299,2820,20.0,8,9,0.42,316.0,19.95,3.0,3.0,0.64,2504.0,20.01,5.0,6.0,0.52,0.0,0.0,0.0,0.0,0.0,0,1,1,0
300,40426,4.85,3,13,0.77,40426.0,4.85,3.0,13.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
301,18568,57.4,10,14,0.33,18568.0,57.4,10.0,14.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
303,429933,271.95,90,212,0.1,404340.0,271.93,69.0,157.0,0.11,24911.0,272.25,15.0,37.0,0.14,682.0,273.09,6.0,18.0,0.31,0,1,1,0
304,113901,1.19,7,11,0.51,113901.0,1.19,7.0,11.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
306,1320000,101.98,3,4,0.38,1320000.0,101.98,3.0,4.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
307,314779,154.22,67,158,0.23,278991.0,154.19,49.0,88.0,0.29,35485.0,154.45,15.0,64.0,0.25,303.0,154.34,3.0,6.0,0.44,0,1,1,0
308,59279,10.48,9,13,0.57,55792.0,10.49,5.0,7.0,0.64,3487.0,10.42,4.0,6.0,0.31,0.0,0.0,0.0,0.0,0.0,0,1,1,0
309,34711,71.38,17,22,0.26,34711.0,71.38,17.0,22.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
310,12595,179.87,22,37,0.27,5873.0,179.48,14.0,16.0,0.47,6722.0,180.2,8.0,21.0,0.58,0.0,0.0,0.0,0.0,0.0,0,1,1,0
311,145446,12.05,7,12,0.57,9729.0,12.12,4.0,4.0,0.44,135717.0,12.04,3.0,8.0,0.65,0.0,0.0,0.0,0.0,0.0,1,0,1,0
312,653322,50.6,6,8,0.95,653322.0,50.6,6.0,8.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
314,1720,80.5,4,5,0.36,1720.0,80.5,4.0,5.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
316,198509,76.05,25,77,0.5,60020.0,75.2,22.0,33.0,0.22,138489.0,76.41,3.0,44.0,0.98,0.0,0.0,0.0,0.0,0.0,1,0,1,0
317,9976,65.96,10,16,0.58,8433.0,66.02,6.0,9.0,0.8,1543.0,65.63,4.0,7.0,0.57,0.0,0.0,0.0,0.0,0.0,1,0,1,0
318,125533344,99.8,15,17,0.44,125533344.0,99.8,15.0,17.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
319,3406000,110.34,4,4,0.79,3406000.0,110.34,4.0,4.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
320,38855,95.36,18,23,0.21,30527.0,95.19,14.0,18.0,0.28,8328.0,95.98,4.0,5.0,0.81,0.0,0.0,0.0,0.0,0.0,0,1,1,0
321,67307,16.2,4,4,0.88,67307.0,16.2,4.0,4.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
322,1061653,1.84,3,3,0.99,1061653.0,1.84,3.0,3.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
323,18100,22.0,3,3,0.96,18100.0,22.0,3.0,3.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
325,897658,31.43,21,47,0.28,569825.0,31.44,11.0,27.0,0.58,327833.0,31.42,10.0,20.0,0.38,0.0,0.0,0.0,0.0,0.0,0,1,1,0
326,13215,210.54,22,38,0.24,12413.0,210.56,17.0,25.0,0.27,802.0,210.21,5.0,13.0,0.83,0.0,0.0,0.0,0.0,0.0,1,0,1,0
327,45277,31.88,9,18,0.72,5006.0,32.05,5.0,5.0,0.43,40271.0,31.86,4.0,13.0,0.9,0.0,0.0,0.0,0.0,0.0,0,1,1,0
328,9189,210.02,18,25,0.24,7575.0,209.83,13.0,16.0,0.33,1614.0,210.92,5.0,9.0,0.48,0.0,0.0,0.0,0.0,0.0,0,1,1,0
329,3202,21.64,3,3,0.62,3202.0,21.64,3.0,3.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
330,29383,113.71,5,5,0.33,29383.0,113.71,5.0,5.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
331,5300,2269.7,4,4,0.4,5300.0,2269.7,4.0,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
333,80401,73.42,16,20,0.21,45418.0,73.41,12.0,13.0,0.31,34983.0,73.44,4.0,7.0,0.59,0.0,0.0,0.0,0.0,0.0,1,0,1,0
335,1096857,509.94,16,20,0.21,781157.0,509.4,10.0,13.0,0.33,315700.0,511.3,6.0,7.0,0.53,0.0,0.0,0.0,0.0,0.0,1,0,1,0
336,95253,17.78,4,4,0.7,95253.0,17.78,4.0,4.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
337,214840,29.25,11,47,0.31,73799.0,29.26,5.0,7.0,0.65,141041.0,29.24,6.0,40.0,0.55,0.0,0.0,0.0,0.0,0.0,0,1,1,0
339,26941,43.48,8,8,0.58,26375.0,43.47,5.0,5.0,0.6,566.0,44.0,3.0,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0,1,1,0
340,9747,7.87,3,3,0.57,9747.0,7.87,3.0,3.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
342,63287,11.19,4,4,0.93,0.0,0.0,0.0,0.0,0.0,63287.0,11.19,4.0,4.0,0.93,0.0,0.0,0.0,0.0,0.0,0,1,1,0
343,1644916,54.89,113,426,0.05,927223.0,54.88,87.0,214.0,0.07,713637.0,54.9,21.0,180.0,0.13,4056.0,55.2,5.0,32.0,0.66,1,0,1,0
344,1821416,14.47,17,20,0.36,1821416.0,14.47,17.0,20.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
345,202108,1954.24,12,16,0.4,202108.0,1954.24,12.0,16.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
346,39008,34.11,3,3,0.96,39008.0,34.11,3.0,3.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
347,749117,82.06,5,5,0.97,749117.0,82.06,5.0,5.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
348,47335,3.39,4,4,0.42,47335.0,3.39,4.0,4.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
349,97903,19.85,17,25,0.23,63930.0,19.86,13.0,15.0,0.28,33973.0,19.83,4.0,10.0,0.95,0.0,0.0,0.0,0.0,0.0,0,1,1,0
350,57932,105.25,20,27,0.32,57932.0,105.25,20.0,27.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
351,9494,82.97,17,31,0.22,3901.0,83.16,13.0,21.0,0.17,5593.0,82.84,4.0,10.0,0.56,0.0,0.0,0.0,0.0,0.0,1,0,1,0
352,22221,28.82,3,4,0.44,22221.0,28.82,3.0,4.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
353,204090,28.26,18,21,0.16,143017.0,28.3,14.0,16.0,0.21,61073.0,28.16,4.0,5.0,0.69,0.0,0.0,0.0,0.0,0.0,1,0,1,0
354,44594,12.87,4,5,0.6,44594.0,12.87,4.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
357,11770000,101.5,6,7,0.48,11770000.0,101.5,6.0,7.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
358,6463254,100.45,3,5,0.6,6463254.0,100.45,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
360,3763,19.03,3,3,0.39,3763.0,19.03,3.0,3.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
361,31444000,100.19,4,4,0.7,31444000.0,100.19,4.0,4.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
362,118424,5.71,4,4,0.92,118424.0,5.71,4.0,4.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
363,243098,4.39,5,17,0.72,0.0,0.0,0.0,0.0,0.0,243098.0,4.39,5.0,17.0,0.72,0.0,0.0,0.0,0.0,0.0,0,1,1,0
364,160756,7.66,3,10,0.39,0.0,0.0,0.0,0.0,0.0,160756.0,7.66,3.0,10.0,0.39,0.0,0.0,0.0,0.0,0.0,1,0,1,0
365,17840000,104.56,5,6,0.83,17840000.0,104.56,5.0,6.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
366,418578,2.27,8,8,0.41,418578.0,2.27,8.0,8.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
367,16587,397.27,17,19,0.38,16587.0,397.27,17.0,19.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
368,1440163,207.32,154,395,0.07,934881.0,207.88,114.0,263.0,0.11,494983.0,206.25,28.0,83.0,0.2,10299.0,208.42,12.0,49.0,0.29,1,0,1,0
369,134289,35.13,9,9,0.34,134289.0,35.13,9.0,9.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
370,115576,1232.8,6,7,0.28,53600.0,1226.64,3.0,3.0,0.43,61976.0,1238.13,3.0,4.0,0.64,0.0,0.0,0.0,0.0,0.0,1,0,1,0
371,123000000,100.0,4,4,0.68,123000000.0,100.0,4.0,4.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
